startid	endid	title
24018018	24018023	Jeremiah’s Imprecatory Prayer
24019001	24019015	The Valley of the Slaughter
24020001	24020006	A Message for Pashhur
24020007	24020018	Jeremiah’s Lament
24021001	24021007	A Message for Zedekiah
24021008	24021010	The Way of Life and the Way of Death
24021011	24022030	A Series of Messages for the House of the King of Judah
24023001	24023004	Woe to the Evil Shepherds
24023005	24023008	The Righteous Branch
24023009	24023040	The Unfaithful Prophets
24024001	24024010	Two Baskets of Figs
24025001	24025011	Seventy Years of Servitude
24025012	24025038	The Cup of Wrath
24026001	24026024	Jeremiah Escapes Death
24027001	24027015	Jeremiah Uses Fetters and Yokes to Illustrate His Message of Submission
24027016	24027022	The Vessels of the Temple
24028001	24028017	Hananiah, the False Prophet
24029001	24029023	Jeremiah’s Letter to the Exiles in Babylon
24029024	24029029	Shemaiah’s Letter to Zephaniah the Priest
24029030	24029032	Jeremiah’s Response to Shemaiah’s Letter
24030001	24031026	Israel and Judah Will Be Delivered from Their Distress
24031027	24031040	The New Covenant
24032001	24032044	Jeremiah Buys a Field
24033001	24033026	The Fortunes of Judah and Israel Will Be Restored
24034001	24034007	A Message for Zedekiah
24034008	24034022	Zedekiah’s Covenant Concerning Slaves
24035001	24035019	The Faithfulness of the Rechabites
24036001	24036032	Jehoiakim Burns the Scroll of Jeremiah’s Prophecies
24037001	24037010	The Babylonians Withdraw to Meet a Threat from Egypt
24037011	24037021	Jeremiah is Arrested and Put in Prison
24038001	24038028	Jeremiah is Thrown into the Pit of Malchiah
24039001	24039014	The Fall of Jerusalem
24039015	24039018	Ebed-melech is Rewarded for His Faith
24040001	24040006	Jeremiah Decides to Remain in the Land
24040007	24041003	The Assassination of Gedaliah
24041004	24041018	The Massacre of the Mourners
24042001	24042006	The Remnant Asks Jeremiah to Pray to Yahweh for Direction
24042007	24043007	The Remnant Rejects the Word of Yahweh
24043008	24043013	The Throne of Nebuchadnezzar Will be Set Up at Tahpanhes
24044001	24044030	A Message of Rebuke for the Rebellious Remnant
24045001	24045005	A Message for Baruch
24046001	24046028	Messages Concerning Egypt
24047001	24047007	A Message Concerning the Philistines
24048001	24048047	A Message Concerning Moab
24049001	24049006	A Message Concerning Ammon
24049007	24049022	A Message Concerning Edom
24049023	24049027	A Message Concerning Damascus
24049028	24049033	A Message Concerning Kedar and the Kingdoms of Hazor
24049034	24049039	A Message Concerning Elam
24050001	24051058	A Message Concerning Babylon
24051059	24051064	The Scroll Concerning Babylon is Thrown into the Euphrates
24052001	24052030	The Fall of Jerusalem
24052031	24052034	An Allowance for Jehoiachin
25001001	25001022	The Desolate City
25002001	25002022	The Lord is Angry
25003001	25003066	Israel’s Affliction
25004001	25004022	Zion Is Punished
25005001	25005022	A Request for Mercy
26001001	26001028	Date of Vision of Living Creatures and Glory of the Throne of Yahweh
26002001	26003027	The Call of Ezekiel to Speak God’s Words
26004001	26004008	Siege of Jerusalem Illustrated on a Brick
26004009	26005017	Ezekiel’s Strange Defiled Meal
26006001	26006014	Idolatrous Worship and Idolatrous Objects Denounced
26007001	26007019	Punishment for Abominations Throughout the Land
26007020	26007027	Judgment for the Profanation of the Temple and Sanctuary
26008001	26008018	Abominations in the Temple and in Jerusalem
26009001	26009011	Yahweh’s Avenging Messenger Destroys the Wicked in the City
26010001	26010022	God’s Presence Leaves the Temple
26011001	26011025	Judgment On Evil Rulers
26012001	26012028	The Announcement of the Imminent Coming of the Exile
26013001	26013023	Condemnation of False Prophets
26014001	26014011	Condemnation of Israel’s Idolatrous Elders
26014012	26014023	Jerusalem Will Not Be Spared
26015001	26015008	Jerusalem a Useless Vine
26016001	26016063	God’s Covenant Grace to Unfaithful and Rebellious Israel
26017001	26017024	Parable of Two Eagles and a Vine
26018001	26018032	God’s Just Treatment of Individuals, Both Righteous and Wicked
26019001	26019014	Lament for the Leaders of Israel
26020001	26020049	God’s Dealings with Israel for His Name’s Sake
26021001	26021032	A Vision of the Avenging Sword of Yahweh
26022001	26022031	Highlighting the Sins and the Judgments of Israel
26023001	26023049	Oholah and Oholibah as Symbols of God’s Corrupt People
26024001	26024027	The Boiling Pot and the Death of Ezekiel’s Wife
26025001	26025017	Judgment upon Various Gentile Nations
26026001	26026021	Ezekiel Prophesies Against Tyre
26027001	26027036	A Lament for Doomed Tyre
26028001	26028026	A Prophecy Aimed at the King of Tyre
26029001	26029021	Yahweh’s Judgment upon Egypt
26030001	26030026	A Lament over the Nation and Land of Egypt
26031001	26031018	Pharaoh Is Warned Through Assyria’s Destruction
26032001	26032032	A Lament for Pharaoh, King of Egypt
26033001	26033033	Ezekiel Appointed as a Watchman and His Responsibility
26034001	26034031	Prophecy Concerning Israel’s Shepherds and Sheep
26035001	26035015	Prophecy Directed at Edom
26036001	26036038	Prophecy to the Mountains of Israel and of Israel’s Restoration
26037001	26037028	A Valley of Dried Bones; A Renewed Nation of Israel
26038001	26038023	God’s Message to Gog
26039001	26039029	God’s Destruction of Gog and His Hordes
26040001	26040004	A Vision of the New Temple
26040005	26040016	The Eastern Gate
26040017	26040019	The Outer Courtyard
26040020	26040023	Measurement of the North Gate
26040024	26040027	The Gate to the South
26040028	26040037	Gates to the Inner Courtyard
26040038	26040043	Rooms for Sacrificial Preparations
26040044	26040046	Rooms for Priests and Other Worship Leaders
26040047	26040049	Inner Courtyard and Temple Measurements
26041001	26041026	Sanctuary and Temple
26042001	26042020	Description of Rooms for the Priests
26043001	26043027	Return of the Lord’s Glory and Description of Sacrifices and Worship
26044001	26044031	The Prince, the Levites, and the Priests Described
26045001	26046024	Instructions about Divisions of the Renewed Land
26047001	26047023	River of the Temple, Division of the Land and Its Boundaries
26048001	26048035	The Allotment of the Land and the Gates of the City
27001001	27001007	Daniel’s Development in the King’s Court
27001008	27001021	Daniel’s Resolve
27002001	27002023	The King’s Troubling Dream
27002024	27002045	Daniel Praises God and Interprets the King’s Dream
27002046	27002049	The King’s Response to Daniel and His God
27003001	27003018	The Faithfulness of Three Young Israelites and God’s Deliverance
27003019	27003027	The Wrath of the King and His Fiery Furnace of Death
27003028	27003030	The King’s Praise for the Great Deliverance of the Three Young Israelites
27004001	27004003	Nebuchadnezzar Declares What the Most High God Has Done for Him
27004004	27004018	The Dream and the King’s Search for an Interpreter
27004019	27004027	Daniel Relates and Interprets the Dream
27004028	27004033	God Judges the King for His Hubris
27004034	27004037	The King Praises and Extols the Most High God
27005001	27005012	The Mysterious Writing on the Wall
27005013	27005031	Daniel Deciphers and Interprets the Writing
27006001	27006012	Daniel’s Integrity and His Entrapment by His Enemies
27006013	27006024	God’s Miraculous Deliverance of Daniel Again
27006025	27006028	The King Praises the God of Daniel and Daniel Prospers
27007001	27007014	Daniel’s Vision of Four Beasts and the Son of Man
27007015	27007028	Daniel Explains and Interprets the Vision
27008001	27008014	The Vision of a Small Horn that Oppresses Israel and Threatens the Temple
27008015	27008027	Gabriel Gives Angelic Help and Interprets the Vision
27009001	27009019	Daniel’s Prayer for His People
27009020	27009023	Gabriel’s Announcement and Presentation of the Seventy Sets of Seven
27009024	27009027	The Seventy Sets of Seven Detailed
27010001	27010021	Daniel’s Vision of a Dazzling Heavenly Messenger
27011001	27011045	A Survey of the Kings of the North and South
27012001	27012007	The Time of the Judgment and the Resurrection of Two Groups
27012008	27012013	Daniel Seeks Additional Insights
28001001	28001011	God Commands Hosea to Start a Family
28002001	28002023	The Unfaithful Wife
28003001	28003005	Another Symbolic Marriage
28004001	28004019	Yahweh Has an Indictment
28005001	28005015	The Priests Are a Snare
28006001	28006010	A Call to Yahweh
28006011	28007016	Ephraim’s Guilt
28008001	28008014	Israel Rejects the Good
28009001	28009017	Ephraim Faces Punishment
28010001	28010015	Israel Is Punished
28011001	28011011	God Will Have Compassion
28011012	28012014	Israel’s History
28013001	28013016	Yahweh’s Judgment on Idolatrous Israel
28014001	28014009	Return to Yahweh
29001002	29001020	A Lament Over the Land
29002001	29002011	The Day of Yahweh is Near
29002012	29002017	A Call to Repentance
29002018	29002027	The Response and Promise of Yahweh
29002028	29002032	Yahweh’s Spirit Poured Out
29003001	29003008	Yahweh’s Judgment on the Nations
29003009	29003021	Yahweh’s Judgment in the Valley of Jehoshaphat
30001001	30001001	Introduction
30001002	30002003	Judgment on Israel’s Neighbors
30002004	30002005	Judgment on Judah
30002006	30002016	Judgment on Israel
30003001	30003015	Israel’s Guilt and Punishment
30004001	30004013	Social and Spiritual Corruption
30005001	30005017	A Lament and Call to Repentance
30005018	30005027	The Day of Yahweh
30006001	30006007	Woe to the Complacent
30006008	30006014	Yahweh Abhors Israel’s Pride
30007001	30007009	Warning Visions
30007010	30007017	Amaziah’s Opposition
30008001	30008014	A Basket of Ripe Fruit
30009001	30009010	Destruction of Israel
30009011	30009015	Restoration of Israel
31001001	31001001	God’s Judgment on Edom
31001002	31001009	Edom’s Approaching Destruction
31001010	31001014	Edom’s Treachery against Judah
31001015	31001018	Future Judgment of the Nations
31001019	31001021	Future Blessing for Israel
32001001	32001016	Jonah Disobeys Yahweh
32001017	32002010	Jonah Is Swallowed by a Fish and Prays to Yahweh
32003001	32003005	The People of Nineveh Repent at Jonah’s Proclamation
32003006	32003010	The King’s Proclamation
32004001	32004011	Jonah Is Angry at Yahweh’s Compassion
33001001	33001016	The Impending Doom of Samaria and Jerusalem
33002001	33002013	Woe to the Oppressors of God’s People
33003001	33003012	Israel’s Leaders Denounced
33004001	33004005	The Mountain of Yahweh
33004006	33004013	Yahweh Will Deliver Zion
33005001	33005006	A Ruler from Bethlehem
33005007	33005015	A Remnant Delivered
33006001	33006005	Yahweh Brings a Charge against Israel
33006006	33006008	What Does Yahweh Require?
33006009	33006016	The Destruction of the Wicked
33007001	33007020	Wait Upon Yahweh
34001001	34001001	Superscription
34001002	34001008	Half-Acrostic: Yahweh Takes Vengeance against His Enemies
34001009	34001011	Yahweh Will Destroy Nineveh
34001012	34001015	Yahweh Will Deliver Judah and Destroy Nineveh
34002001	34002002	The Divine Warrior Will Attack Nineveh
34002003	34002010	The Enemy Army Conquers the City of Nineveh
34002011	34002013	The Divine Warrior Will Hunt down the Mighty Lions
34003001	34003003	The Doom of the Wicked City is Certain
34003004	34003007	Harlot Nineveh Will Get What She Deserves
34003008	34003011	Nineveh Will Suffer the Same Fate She Inflicted on Thebes
34003012	34003015	Nineveh’s Defenses Will Fail
34003016	34003017	Nineveh’s Defenders Will Flee
34003018	34003019	Nineveh Will Come to an End
35001001	35001004	Habakkuk’s Complaint
35001005	35001011	God’s Answer to Habakkuk
35001012	35001017	Habakkuk’s Second Complaint
35002001	35002020	The Righteous Will Live by Faith
35003001	35003019	The Prayer of Habakkuk
36001001	36001018	Judah’s Impending Judgment
36002001	36002015	Judgment of Judah’s Enemies
36003001	36003020	Judgment of Jerusalem and the Nations
37001001	37001015	The Temple Lies in Ruins
37002001	37002019	A Promise to Rebuild
37002020	37002023	The Coming Kingdom
38001007	38001017	Zechariah’s First Vision
38001018	38001021	Zechariah’s Second Vision
38002001	38002013	Zechariah’s Third Vision
38003001	38003010	Zechariah’s Fourth Vision
38004001	38004014	Zechariah’s Fifth Vision
38005001	38005004	Zechariah’s Sixth Vision
38005005	38005011	Zechariah’s Seventh Vision
38006001	38006008	Zechariah’s Eighth Vision
38006009	38007014	The Branch is Crowned
38008001	38009017	Yahweh’s Promise to Jerusalem
38010001	38011003	Yahweh Gives Rain
38011004	38011017	The Two Shepherds
38012001	38013006	The Day of Yahweh
38013007	38013009	The Sword Shall Strike the Shepherd
38014001	38014021	Zechariah’s Apocalyptic Vision
39001002	39001005	An Oracle Against Edom
39001006	39002009	An Oracle Against the Temple Priesthood
39002010	39002017	Yahweh Hates Faithlessness
39003001	39003005	Yahweh’s Messenger is Coming
39003006	39003015	An Overflowing Blessing
39003016	39004006	A Book of Remembrance is Written
40001001	40001017	The Genealogy of Jesus Christ
40001018	40001025	The Birth of Jesus Christ
40002001	40002012	Wise Men Visit Jesus
40002013	40002015	Joseph, Mary, and Jesus Escape to Egypt
40002016	40002018	Herod Has Innocent Children Murdered
40002019	40002023	Joseph, Mary, and Jesus Return to Nazareth
40003001	40003012	John the Baptist Begins His Ministry
40003013	40003017	The Baptism of Jesus
40004001	40004011	The Temptation of Jesus
40004012	40004017	Public Ministry in Galilee
40004018	40004022	Jesus Calls His First Disciples
40004023	40004025	Teaching, Preaching, and Healing throughout Galilee
40005001	40005012	The Sermon on the Mount: The Beatitudes
40005013	40005016	The Sermon on the Mount: Salt and Light
40005017	40005020	The Sermon on the Mount: The Law and the Prophets Fulfilled
40005021	40005026	The Sermon on the Mount: Anger Toward Others
40005027	40005030	The Sermon on the Mount: Adultery and Lust
40005031	40005032	The Sermon on the Mount: Divorce
40005033	40005037	The Sermon on the Mount: Taking Oaths
40005038	40005042	The Sermon on the Mount: Retaliation
40005043	40005048	The Sermon on the Mount: Love for Enemies
40006001	40006004	The Sermon on the Mount: Charitable Giving
40006005	40006015	The Sermon on the Mount: How to Pray
40006016	40006018	The Sermon on the Mount: How to Fast
40006019	40006024	The Sermon on the Mount: Treasure in Heaven
40006025	40006034	The Sermon on the Mount: Anxiety
40007001	40007006	The Sermon on the Mount: On Judging Others
40007007	40007012	The Sermon on the Mount: Ask, Seek, Knock
40007013	40007014	The Sermon on the Mount: The Narrow Gate
40007015	40007020	The Sermon on the Mount: Recognizing False Prophets
40007021	40007023	The Sermon on the Mount: False Followers
40007024	40007027	The Sermon on the Mount: Two Houses and Two Foundations
40007028	40007029	The Sermon on the Mount: Response
40008001	40008004	A Leper Cleansed
40008005	40008013	A Centurion’s Slave Healed
40008014	40008017	Many at Capernaum Are Healed
40008018	40008022	Would-be Followers
40008023	40008027	Calming of a Storm
40008028	40008034	Demon-possessed Gadarenes Healed
40009001	40009008	A Paralytic Healed
40009009	40009013	Matthew Called to Follow Jesus
40009014	40009017	On Fasting
40009018	40009026	A Woman Healed and a Daughter Raised
40009027	40009031	Two Blind Men Healed
40009032	40009034	A Demon Expelled
40009035	40009038	A Plentiful Harvest But Few Workers
40010001	40010015	The Twelve Commissioned and Sent Out
40010016	40010025	Persecution of Disciples Predicted
40010026	40010033	Fear God Rather Than People
40010034	40010039	Not Peace, But a Sword of Divisiveness
40010040	40010042	On Rewards
40011001	40011019	A Question from John the Baptist
40011020	40011024	Woes Pronounced on Unrepentant Towns
40011025	40011030	A Yoke That Is Easy
40012001	40012008	Plucking Grain on the Sabbath
40012009	40012014	A Man with a Withered Hand Healed
40012015	40012021	God’s Chosen Servant
40012022	40012032	A House Divided Cannot Stand
40012033	40012037	Good Trees and Good Fruit or Bad Trees and Bad Fruit
40012038	40012042	The Sign of Jonah
40012043	40012045	An Unclean Spirit Returns
40012046	40012050	Jesus’ Mother and Brothers
40013001	40013009	The Parable of the Sower
40013010	40013017	The Reason for the Parables
40013018	40013023	The Parable of the Sower Interpreted
40013024	40013030	The Parable of the Weeds Among the Wheat
40013031	40013032	The Parable of the Mustard Seed
40013033	40013033	The Parable of the Yeast
40013034	40013035	Parables Fulfill Prophecy
40013036	40013043	The Parable of the Weeds Interpreted
40013044	40013044	The Parable of the Treasure Hidden in a Field
40013045	40013046	The Parable of the Valuable Pearl
40013047	40013052	The Parable of the Dragnet
40013053	40013058	Rejected at Nazareth
40014001	40014012	Herod Kills John the Baptist
40014013	40014021	The Feeding of Five Thousand
40014022	40014033	Jesus Walks on the Water
40014034	40014036	Many Healed at Gennesaret
40015001	40015009	Human Traditions and God’s Commandments
40015010	40015020	Defilement from Within
40015021	40015028	A Canaanite Woman’s Great Faith
40015029	40015031	Many Others Healed in Galilee
40015032	40015039	The Feeding of Four Thousand
40016001	40016004	The Signs of the Times
40016005	40016012	Beware the Leaven of the Pharisees and Sadducees
40016013	40016020	Peter’s Confession at Caesarea Philippi
40016021	40016023	Jesus Predicts His Death and Resurrection
40016024	40016028	Taking Up One’s Cross to Follow Jesus
40017001	40017013	The Transfiguration
40017014	40017020	A Demon-possessed Boy Healed
40017022	40017023	Jesus Predicts His Death and Resurrection a Second Time
40017024	40017027	Paying the Double Drachma Temple Tax
40018001	40018009	The Question About Who Is Greatest
40018010	40018014	The Parable of the Lost Sheep
40018015	40018020	Confronting a Brother Who Sins Against You
40018021	40018035	The Parable of the Unforgiving Slave
40019001	40019012	On Divorce
40019013	40019015	Little Children Brought to Jesus
40019016	40019030	A Rich Young Man
40020001	40020016	The Parable of the Workers in the Vineyard
40020017	40020019	Jesus Predicts His Death and Resurrection a Third Time
40020020	40020028	A Request by the Mother of James and John
40020029	40020034	Two Blind Men Healed at Jericho
40021001	40021011	The Triumphal Entry
40021012	40021017	The Cleansing of the Temple
40021018	40021022	A Barren Fig Tree Cursed
40021023	40021027	Jesus’ Authority Challenged
40021028	40021032	The Parable of the Two Sons
40021033	40021046	The Parable of the Tenant Farmers in the Vineyard
40022001	40022014	The Parable of the Wedding Celebration
40022015	40022022	Paying Taxes to Caesar
40022023	40022033	A Question About Marriage and the Resurrection
40022034	40022040	The Greatest Commandment
40022041	40022046	David’s Son and Lord
40023001	40023036	Seven Woes Pronounced on the Scribes and Pharisees
40023037	40023039	The Lament over Jerusalem
40024001	40024002	The Destruction of the Temple Predicted
40024003	40024008	Signs of the End of the Age
40024009	40024014	Persecution of Disciples Predicted
40024015	40024028	The Abomination of Desolation
40024029	40024031	The Arrival of the Son of Man
40024032	40024035	The Parable of the Fig Tree
40024036	40024044	The Unknown Day and Hour
40024045	40024051	A Faithful Slave and an Unfaithful Slave
40025001	40025013	The Parable of the Ten Virgins
40025014	40025030	The Parable of the Talents
40025031	40025046	The Judgment of the Sheep and the Goats
40026001	40026005	The Chief Priests and Elders Plot to Kill Jesus
40026006	40026013	Jesus’ Anointing at Bethany
40026014	40026016	Judas Arranges to Betray Jesus
40026017	40026025	Jesus’ Final Passover with the Disciples
40026026	40026030	The Lord’s Supper
40026031	40026035	Jesus Predicts Peter’s Denial
40026036	40026046	The Prayer in Gethsemane
40026047	40026056	The Betrayal and Arrest of Jesus
40026057	40026068	Jesus Before the Sanhedrin
40026069	40026075	Peter Denies Jesus Three Times
40027001	40027002	Jesus Taken to Pilate
40027003	40027010	The Suicide of Judas Iscariot
40027011	40027014	Jesus Before Pilate
40027015	40027026	Pilate Releases Barabbas
40027027	40027031	Jesus Is Mocked
40027032	40027044	Jesus Is Crucified
40027045	40027056	Jesus Dies on the Cross
40027057	40027061	Jesus Is Buried
40027062	40027066	The Tomb Is Sealed and Guarded
40028001	40028010	Jesus Is Raised
40028011	40028015	The Guards Report the Body Stolen
40028016	40028020	The Great Commission
41001001	41001008	John the Baptist Begins His Ministry
41001009	41001011	The Baptism of Jesus
41001012	41001013	The Temptation of Jesus
41001014	41001015	Public Ministry in Galilee
41001016	41001021	Jesus Calls His First Disciples
41001022	41001028	A Man with an Unclean Spirit Healed
41001029	41001034	Many at Capernaum Are Healed
41001035	41001039	Preaching Throughout Galilee
41001040	41001045	A Leper Cleansed
41002001	41002012	A Paralytic Healed
41002013	41002017	Levi Called to Follow Jesus
41002018	41002022	On Fasting
41002023	41002028	Plucking Grain on the Sabbath
41003001	41003006	A Man with a Withered Hand Healed
41003007	41003012	Jesus Heals Crowds by the Sea
41003013	41003019	The Selection of the Twelve Apostles
41003020	41003030	A House Divided Cannot Stand
41003031	41003035	Jesus’ Mother and Brothers
41004001	41004009	The Parable of the Sower
41004010	41004012	The Reason for the Parables
41004013	41004020	The Parable of the Sower Interpreted
41004021	41004025	The Parable of the Lamp
41004026	41004029	The Parable of the Seed that Grows by Itself
41004030	41004034	The Parable of the Mustard Seed
41004035	41004041	Calming of a Storm
41005001	41005020	A Demon-possessed Gerasene Healed
41005021	41005043	A Woman Healed and a Daughter Raised
41006001	41006006	Rejected at Nazareth
41006007	41006013	The Twelve Commissioned and Sent Out
41006014	41006029	Herod Kills John the Baptist
41006030	41006044	The Feeding of Five Thousand
41006045	41006052	Jesus Walks on the Water
41006053	41006056	Many Healed at Gennesaret
41007001	41007013	Human Traditions and God’s Commandments
41007014	41007023	Defilement from Within
41007024	41007030	A Syrophoenician Woman’s Great Faith
41007031	41007037	A Man Deaf and Unable to Speak Healed
41008001	41008010	The Feeding of Four Thousand
41008011	41008013	Pharisees Demand a Sign
41008014	41008021	Beware the Leaven of the Pharisees and Herod
41008022	41008026	A Blind Man Healed at Bethsaida
41008027	41008030	Peter’s Confession at Caesarea Philippi
41008031	41008033	Jesus Predicts His Death and Resurrection
41008034	41009001	Taking Up One’s Cross to Follow Jesus
41009002	41009013	The Transfiguration
41009014	41009029	A Demon-possessed Boy Healed
41009030	41009032	Jesus Predicts His Death and Resurrection a Second Time
41009033	41009037	The Question About Who Is Greatest
41009038	41009041	Whoever Is Not Against Us Is for Us
41009042	41009050	Temptations to Sin
41010001	41010012	On Divorce
41010013	41010016	Little Children Brought to Jesus
41010017	41010031	A Rich Young Man
41010032	41010034	Jesus Predicts His Death and Resurrection a Third Time
41010035	41010045	A Request by James and John
41010046	41010052	A Blind Man Healed at Jericho
41011001	41011011	The Triumphal Entry
41011012	41011014	A Barren Fig Tree Cursed
41011015	41011019	The Cleansing of the Temple
41011020	41011025	The Barren Fig Tree Withered
41011027	41011033	Jesus’ Authority Challenged
41012001	41012012	The Parable of the Tenant Farmers in the Vineyard
41012013	41012017	Paying Taxes to Caesar
41012018	41012027	A Question About Marriage and the Resurrection
41012028	41012034	The Greatest Commandment
41012035	41012037	David’s Son and Lord
41012038	41012040	Warning to Beware of the Scribes
41012041	41012044	A Poor Widow’s Offering
41013001	41013002	The Destruction of the Temple Predicted
41013003	41013008	Signs of the End of the Age
41013009	41013013	Persecution of Disciples Predicted
41013014	41013023	The Abomination of Desolation
41013024	41013027	The Arrival of the Son of Man
41013028	41013031	The Parable of the Fig Tree
41013032	41013037	The Unknown Day and Hour
41014001	41014002	The Chief Priests and Scribes Plot to Kill Jesus
41014003	41014009	Jesus’ Anointing at Bethany
41014010	41014011	Judas Arranges to Betray Jesus
41014012	41014021	Jesus’ Final Passover with the Disciples
41014022	41014026	The Lord’s Supper
41014027	41014031	Jesus Predicts Peter’s Denial
41014032	41014042	The Prayer in Gethsemane
41014043	41014052	The Betrayal and Arrest of Jesus
41014053	41014065	Jesus Before the Sanhedrin
41014066	41014072	Peter Denies Jesus Three Times
41015001	41015005	Jesus Taken to Pilate
41015006	41015015	Pilate Releases Barabbas
41015016	41015020	Jesus Is Mocked
41015021	41015032	Jesus Is Crucified
41015033	41015041	Jesus Dies on the Cross
41015042	41015047	Jesus Is Buried
41016001	41016008	Jesus Is Raised
41016009	41016020	The Longer Ending of Mark
42001001	42001004	The Preface to Luke’s Gospel
42001005	42001025	The Prediction of John the Baptist’s Birth
42001026	42001038	The Prediction of Jesus’ Birth
42001039	42001045	Mary Visits Elizabeth
42001046	42001056	Mary’s Hymn of Praise to God
42001057	42001066	The Birth of John the Baptist
42001067	42001080	The Praise and Prophecy of Zechariah
42002001	42002007	The Birth of Jesus Christ
42002008	42002021	The Shepherds and the Angels
42002022	42002024	The Presentation of Jesus at the Temple
42002025	42002035	The Prophecy of Simeon
42002036	42002040	The Testimony of Anna
42002041	42002052	Jesus in the Temple at Twelve Years Old
42003001	42003020	John the Baptist Begins His Ministry
42003021	42003022	The Baptism of Jesus
42003023	42003038	The Genealogy of Jesus Christ
42004001	42004013	The Temptation of Jesus
42004014	42004015	Public Ministry in Galilee
42004016	42004030	Rejected at Nazareth
42004031	42004044	Jesus Teaches and Heals Many in Capernaum
42005001	42005011	Jesus Calls His First Disciples
42005012	42005016	A Leper Cleansed
42005017	42005026	A Paralytic Healed
42005027	42005032	Levi Called to Follow Jesus
42005033	42005039	On Fasting
42006001	42006005	Plucking Grain on the Sabbath
42006006	42006011	A Man with a Withered Hand Healed
42006012	42006016	The Selection of the Twelve Apostles
42006017	42006023	The Sermon on the Plain: The Beatitudes
42006024	42006026	The Sermon on the Plain: Woes
42006027	42006036	The Sermon on the Plain: Love for Enemies
42006037	42006042	The Sermon on the Plain: On Judging Others
42006043	42006046	The Sermon on the Plain: Trees and Their Fruit
42006047	42006049	The Sermon on the Plain: Two Houses and Two Foundations
42007001	42007010	A Centurion’s Slave Healed
42007011	42007017	A Widow’s Son Raised
42007018	42007035	A Question from John the Baptist
42007036	42007050	A Sinful Woman Anoints Jesus’ Feet
42008001	42008003	Some Women Accompany Jesus
42008004	42008008	The Parable of the Sower
42008009	42008010	The Reason for the Parables
42008011	42008015	The Parable of the Sower Interpreted
42008016	42008018	The Parable of the Lamp
42008019	42008021	Jesus’ Mother and Brothers
42008022	42008025	Calming of a Storm
42008026	42008039	A Demon-possessed Gerasene Healed
42008040	42008056	A Woman Healed and a Daughter Raised
42009001	42009006	The Twelve Commissioned and Sent Out
42009007	42009009	Herod Perplexed About Jesus
42009010	42009017	The Feeding of Five Thousand
42009018	42009020	Peter’s Confession
42009021	42009022	Jesus Predicts His Death and Resurrection
42009023	42009027	Taking Up One’s Cross to Follow Jesus
42009028	42009036	The Transfiguration
42009037	42009043	A Demon-possessed Boy Healed
42009044	42009045	Jesus Predicts His Suffering
42009046	42009048	The Question About Who Is Greatest
42009049	42009050	Whoever Is Not Against Us Is for Us
42009051	42009056	Jesus Rejected in a Samaritan Village
42009057	42009062	Would-be Followers
42010001	42010020	The Seventy-Two Appointed and Sent Out
42010021	42010024	Jesus Rejoices and Prays
42010025	42010037	The Parable of the Good Samaritan
42010038	42010042	Martha and Mary
42011001	42011004	How to Pray
42011005	42011013	Ask, Seek, Knock
42011014	42011023	A House Divided Cannot Stand
42011024	42011028	An Unclean Spirit Returns
42011029	42011032	The Sign of Jonah
42011033	42011036	Light and Darkness
42011037	42011054	Pharisees and Legal Experts Denounced
42012001	42012003	Warning Against Hypocrisy
42012004	42012007	Fear God Rather Than People
42012008	42012012	Acknowledgement of Christ and Persecution of Disciples
42012013	42012021	The Parable of the Rich Landowner Who Was a Fool
42012022	42012034	Anxiety
42012035	42012040	On the Alert for the Master’s Return
42012041	42012048	A Faithful Slave and an Unfaithful Slave
42012049	42012053	Not Peace, But a Sword of Divisiveness
42012054	42012056	The Signs of the Times
42012057	42012059	Settle Accounts Quickly
42013001	42013005	Repent or Perish
42013006	42013009	The Parable of the Barren Fig Tree
42013010	42013017	A Woman with a Disabling Spirit Healed
42013018	42013019	The Parable of the Mustard Seed
42013020	42013021	The Parable of the Yeast
42013022	42013030	The Narrow Door
42013031	42013035	The Lament over Jerusalem
42014001	42014006	A Man Suffering from Edema Healed
42014007	42014011	The Parable of the Guests at the Wedding Feast
42014012	42014024	The Parable of the Great Banquet
42014025	42014035	The Cost of Discipleship
42015001	42015007	The Parable of the Lost Sheep
42015008	42015010	The Parable of the Lost Coin
42015011	42015032	The Parable of the Lost Son
42016001	42016013	The Parable of the Dishonest Manager
42016014	42016017	Hypocrisy, Law, and the Kingdom of God
42016018	42016018	On Divorce
42016019	42016031	The Rich Man and Lazarus
42017001	42017010	Sin, Forgiveness, Faith, and Service
42017011	42017019	Ten Lepers Cleansed
42017020	42017021	The Coming of the Kingdom of God
42017022	42017037	The Coming of the Son of Man
42018001	42018008	The Parable of the Unjust Judge
42018009	42018014	The Parable of the Pharisee and the Tax Collector
42018015	42018017	Little Children Brought to Jesus
42018018	42018030	A Rich Young Man
42018031	42018034	Jesus Predicts His Death and Resurrection a Third Time
42018035	42018043	A Blind Man Healed at Jericho
42019001	42019010	Jesus and Zacchaeus
42019011	42019027	The Parable of the Ten Minas
42019028	42019040	The Triumphal Entry
42019041	42019044	Jesus Weeps over Jerusalem
42019045	42019048	The Cleansing of the Temple
42020001	42020008	Jesus’ Authority Challenged
42020009	42020019	The Parable of the Tenant Farmers in the Vineyard
42020020	42020026	Paying Taxes to Caesar
42020027	42020040	A Question About Marriage and the Resurrection
42020041	42020044	David’s Son and Lord
